symbol,datetime_utc,funding_rate,mark_price,open_interest,open_interest_value
XRPUSDT,2020-02-08 08:00:00,0.00031831,,,
XRPUSDT,2020-02-08 16:00:00,0.00068328,,,
XRPUSDT,2020-02-09 00:00:00,0.00090964,,,
XRPUSDT,2020-02-09 08:00:00,0.00094769,,,
XRPUSDT,2020-02-09 16:00:00,0.00123672,,,
XRPUSDT,2020-02-10 00:00:00,0.00084757,,,
XRPUSDT,2020-02-10 08:00:00,0.001089,,,
XRPUSDT,2020-02-10 16:00:00,0.00073909,,,
XRPUSDT,2020-02-11 00:00:00,0.00050019,,,
XRPUSDT,2020-02-11 08:00:00,0.00063707,,,
XRPUSDT,2020-02-11 16:00:00,0.000699,,,
XRPUSDT,2020-02-12 00:00:00,0.0027129,,,
XRPUSDT,2020-02-12 08:00:00,0.00412417,,,
XRPUSDT,2020-02-12 16:00:00,0.00225375,,,
XRPUSDT,2020-02-13 00:00:00,0.00260997,,,
XRPUSDT,2020-02-13 08:00:00,0.00399863,,,
XRPUSDT,2020-02-13 16:00:00,0.00071174,,,
XRPUSDT,2020-02-14 00:00:00,0.00046998,,,
XRPUSDT,2020-02-14 08:00:00,0.00065324,,,
XRPUSDT,2020-02-14 16:00:00,0.00123369,,,
XRPUSDT,2020-02-15 00:00:00,0.00203384,,,
XRPUSDT,2020-02-15 08:00:00,0.00074374,,,
XRPUSDT,2020-02-15 16:00:00,0.00092091,,,
XRPUSDT,2020-02-16 00:00:00,0.0001,,,
XRPUSDT,2020-02-16 08:00:00,0.00061959,,,
XRPUSDT,2020-02-16 16:00:00,0.00013594,,,
XRPUSDT,2020-02-17 00:00:00,0.0001,,,
XRPUSDT,2020-02-17 08:00:00,0.0001,,,
XRPUSDT,2020-02-17 16:00:00,0.0002768,,,
XRPUSDT,2020-02-18 00:00:00,0.00032492,,,
XRPUSDT,2020-02-18 08:00:00,0.00052507,,,
XRPUSDT,2020-02-18 16:00:00,0.00047347,,,
XRPUSDT,2020-02-19 00:00:00,0.00090213,,,
XRPUSDT,2020-02-19 08:00:00,0.00063226,,,
XRPUSDT,2020-02-19 16:00:00,0.00068491,,,
XRPUSDT,2020-02-20 00:00:00,0.00014727,,,
XRPUSDT,2020-02-20 08:00:00,0.0001,,,
XRPUSDT,2020-02-20 16:00:00,0.0001,,,
XRPUSDT,2020-02-21 00:00:00,0.0001,,,
XRPUSDT,2020-02-21 08:00:00,0.00021036,,,
XRPUSDT,2020-02-21 16:00:00,0.00020904,,,
XRPUSDT,2020-02-22 00:00:00,0.00017202,,,
XRPUSDT,2020-02-22 08:00:00,0.0003983,,,
XRPUSDT,2020-02-22 16:00:00,0.00036526,,,
XRPUSDT,2020-02-23 00:00:00,0.00024281,,,
XRPUSDT,2020-02-23 08:00:00,0.0006435,,,
XRPUSDT,2020-02-23 16:00:00,0.00064068,,,
XRPUSDT,2020-02-24 00:00:00,0.00045487,,,
XRPUSDT,2020-02-24 08:00:00,0.00020174,,,
XRPUSDT,2020-02-24 16:00:00,0.0001,,,
XRPUSDT,2020-02-25 00:00:00,0.00030932,,,
XRPUSDT,2020-02-25 08:00:00,0.00029794,,,
XRPUSDT,2020-02-25 16:00:00,0.00011103,,,
XRPUSDT,2020-02-26 00:00:00,0.0001,,,
XRPUSDT,2020-02-26 08:00:00,0.00012143,,,
XRPUSDT,2020-02-26 16:00:00,0.0001,,,
XRPUSDT,2020-02-27 00:00:00,0.0001,,,
XRPUSDT,2020-02-27 08:00:00,0.0001,,,
XRPUSDT,2020-02-27 16:00:00,0.0001,,,
XRPUSDT,2020-02-28 00:00:00,0.00015561,,,
XRPUSDT,2020-02-28 08:00:00,0.00020472,,,
XRPUSDT,2020-02-28 16:00:00,0.0001,,,
XRPUSDT,2020-02-29 00:00:00,0.0001,,,
XRPUSDT,2020-02-29 08:00:00,0.00040397,,,
XRPUSDT,2020-02-29 16:00:00,0.00018203,,,
XRPUSDT,2020-03-01 00:00:00,0.00022598,,,
XRPUSDT,2020-03-01 08:00:00,0.00013142,,,
XRPUSDT,2020-03-01 16:00:00,0.0001,,,
XRPUSDT,2020-03-02 00:00:00,0.00030761,,,
XRPUSDT,2020-03-02 08:00:00,0.0001,,,
XRPUSDT,2020-03-02 16:00:00,0.0001,,,
XRPUSDT,2020-03-03 00:00:00,0.00027794,,,
XRPUSDT,2020-03-03 08:00:00,0.00024294,,,
XRPUSDT,2020-03-03 16:00:00,0.0001,,,
XRPUSDT,2020-03-04 00:00:00,0.00019764,,,
XRPUSDT,2020-03-04 08:00:00,0.00018098,,,
XRPUSDT,2020-03-04 16:00:00,0.0002205,,,
XRPUSDT,2020-03-05 00:00:00,0.0001,,,
XRPUSDT,2020-03-05 08:00:00,0.00017193,,,
XRPUSDT,2020-03-05 16:00:00,0.00047024,,,
XRPUSDT,2020-03-06 00:00:00,0.0002527,,,
XRPUSDT,2020-03-06 08:00:00,0.00033903,,,
XRPUSDT,2020-03-06 16:00:00,0.00030528,,,
XRPUSDT,2020-03-07 00:00:00,0.00039742,,,
XRPUSDT,2020-03-07 08:00:00,0.0003237,,,
XRPUSDT,2020-03-07 16:00:00,0.00025411,,,
XRPUSDT,2020-03-08 00:00:00,0.00071553,,,
XRPUSDT,2020-03-08 08:00:00,0.00027966,,,
XRPUSDT,2020-03-08 16:00:00,0.00022191,,,
XRPUSDT,2020-03-09 00:00:00,0.0001,,,
XRPUSDT,2020-03-09 08:00:00,0.0001,,,
XRPUSDT,2020-03-09 16:00:00,0.0001,,,
XRPUSDT,2020-03-10 00:00:00,0.0001,,,
XRPUSDT,2020-03-10 08:00:00,0.0001,,,
XRPUSDT,2020-03-10 16:00:00,0.0001,,,
XRPUSDT,2020-03-11 00:00:00,0.0001,,,
XRPUSDT,2020-03-11 08:00:00,0.0001,,,
XRPUSDT,2020-03-11 16:00:00,0.0001,,,
XRPUSDT,2020-03-12 00:00:00,0.0001,,,
XRPUSDT,2020-03-12 08:00:00,0.0001,,,
XRPUSDT,2020-03-12 16:00:00,-0.00054364,,,
XRPUSDT,2026-02-17 16:00:00,1.898e-05,1.4565,,
XRPUSDT,2026-02-18 00:00:00,7.8e-07,1.4732,,
XRPUSDT,2026-02-18 08:00:00,2.25e-05,1.4862,,
XRPUSDT,2026-02-18 16:00:00,-6.561e-05,1.47588636,,
XRPUSDT,2026-02-19 00:00:00,-2.326e-05,1.4211,,
XRPUSDT,2026-02-19 08:00:00,-4.123e-05,1.43194744,,
XRPUSDT,2026-02-19 16:00:00,5.176e-05,1.39688318,,
XRPUSDT,2026-02-20 00:00:00,2.745e-05,1.406,,
XRPUSDT,2026-02-20 08:00:00,-6.986e-05,1.41879017,,
XRPUSDT,2026-02-20 16:00:00,-7.59e-05,1.42841979,,
XRPUSDT,2026-02-21 00:00:00,4.577e-05,1.42836505,,
XRPUSDT,2026-02-21 08:00:00,1.049e-05,1.4304,,
XRPUSDT,2026-02-21 16:00:00,-2.963e-05,1.4491,,
XRPUSDT,2026-02-22 00:00:00,-5.915e-05,1.42983939,,
XRPUSDT,2026-02-22 08:00:00,-4.324e-05,1.4204,,
XRPUSDT,2026-02-22 16:00:00,-0.00012333,1.39248815,,
XRPUSDT,2026-02-23 00:00:00,-0.00020927,1.3923,,
XRPUSDT,2026-02-23 08:00:00,-0.00021254,1.3704,,
XRPUSDT,2026-02-23 16:00:00,5.582e-05,1.37044822,,
XRPUSDT,2026-02-24 00:00:00,-3.328e-05,1.3511,,
XRPUSDT,2026-02-24 08:00:00,-0.00013612,1.3259,,
XRPUSDT,2026-02-24 16:00:00,-8.171e-05,1.35072828,,
XRPUSDT,2026-02-25 00:00:00,8.326e-05,1.34780193,,
XRPUSDT,2026-02-25 08:00:00,-3.419e-05,1.3651,,
XRPUSDT,2026-02-25 16:00:00,1.954e-05,1.44073737,,
XRPUSDT,2026-02-26 00:00:00,0.0001,1.43333469,,
XRPUSDT,2026-02-26 08:00:00,-1.3e-05,1.4335,,
XRPUSDT,2026-02-26 16:00:00,2.173e-05,1.4206,,
XRPUSDT,2026-02-27 00:00:00,-5.385e-05,1.40164248,,
XRPUSDT,2026-02-27 08:00:00,-2.657e-05,1.4161,,
